POI_ID,名称,经度,纬度,地址,电话,类型,类型编码,省份,城市,区县,商圈,邮编,数据来源关键词,数据来源区县
B0HA3R4TNO,优易充charge汽车充电站(东城区安定门10166充电扬招站),116.402181,39.943440,华丰胡同与北锣鼓巷交叉口西南80米,[],汽车服务;充电站;专用充电站,011103,北京市,北京市,东城区,安定门,[],充电站,东城区
B0MBZABUZO,优易充充电站(北京市东城区远东仪表厂公共充电站),116.429534,39.959116,和平里北街与东土城路交叉口西200米,[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,和平里,[],充电站,东城区
B0JAX53JO9,依威能源汽车充电站(尼奥大厦),116.435644,39.895870,南里东区8号尼奥大厦地下停车场B3-32,4001800910,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,花市,[],充电站,东城区
B0FFL2IQU9,依威能源汽车充电站(当代MOMA),116.438224,39.950623,北京市香河园路1号(近奥克伍德公寓)当代MOMA,4001800910,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,柳芳,[],充电站,东城区
B0FFHNXSR7,依威能源汽车充电站(新成文化大厦),116.418018,39.893932,北京市东城区崇外大街11号新成文化大厦B座(东门),4001800910,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,花市,[],充电站,东城区
B0FFHNXSR5,依威能源汽车充电站(新裕商务大厦),116.422503,39.892856,广渠门内大街90号新裕家园西区地下停车场008,4001800910,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,[],[],充电站,东城区
B0FFL82I1F,依威能源汽车充电站(新裕家园东区),116.425994,39.893125,南河漕胡同与广渠门内大街交叉口东南50米广渠门内大街86号楼地下停车场,4001800910,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,[],[],充电站,东城区
B0FFL6BVBZ,依威能源汽车充电站(明阳国际中心),116.423432,39.911460,西总布胡同46号明阳国际中心地下停车场B2层A1区B2-027,4001800910,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东单,[],充电站,东城区
B0LDCNHK1P,依威能源汽车充电站(王府77),116.410446,39.920227,北京市东华门街道王府井大街75号,4001800910,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,灯市口,[],充电站,东城区
B0FFJY9FRQ,依威能源汽车充电站(远洋德邑),116.447054,39.894898,忠实里南街6号地面停车场(广渠门外地铁站A西北口步行450米),4001800910,汽车服务;充电站;个人充电站,011104,北京市,北京市,东城区,广渠门,[],充电站,东城区
B0IU3RFTA2,保时捷汽车充电站(北京王府中环保时捷超级充电站),116.410250,39.912525,王府井大街269号地下停车库B4层4250、4251车位,4006910911,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,王府井,[],充电站,东城区
B0MU61WIUR,公牛充电汽车充电站(-北京市东城区交道口街道景阳胡同南锣鼓巷),116.400905,39.937380,交道口街道景阳胡同南锣鼓巷,[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,安定门,[],充电站,东城区
B0MAMO79TN,北京中央歌剧院极充站,116.435825,39.930175,富华大厦南路与东中街交叉口西80米,[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东四,[],充电站,东城区
B0FFHQ2VCK,北京华侨大厦充电站,116.411587,39.923567,王府井大街与翠花胡同交叉口东北80米,[],商务住宅;楼宇;楼宇相关,120200,北京市,北京市,东城区,灯市口,[],充电站,东城区
B0HK1LBPF0,北京嘉德艺术中心(简单冲),116.409942,39.923639,王府井大街1号(中国美术馆地铁站D1西南口步行60米),4001660606,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,王府井,[],充电站,东城区
B0HK1LC39K,北京天坛西里(简单冲),116.400878,39.873536,永定门内大街160号,4001660606,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,天桥,[],充电站,东城区
B0L0SPHQFY,北京天坛西里充电站,116.400953,39.873584,永定门内大街辅路与永定门东街辅路交叉口北80米,[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,天桥,[],充电站,东城区
B0IASHKTNK,北京恩宜汽车充电站(北京国际饭店站),116.427256,39.909974,北京国际饭店地面停车场,010-63968266;4000826699,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,朝阳门,[],充电站,东城区
B0JKOUNFAN,北京车联网汽车充电站(中央歌剧院),116.435792,39.930039,东直门街道东中街115号停车场B2,18301081505,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东四,[],充电站,东城区
B0MGBCTXQD,北京静交超级充电站(华通北京站地上停车场充电站·华为超充技术支持),116.430740,39.904644,毛家湾胡同甲13号北京站,[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,北京站,[],充电站,东城区
B0MBBOX7PV,北京首兴智行停车场管理有限公司汽车充电站(隆福寺南坊),116.414985,39.924591,隆福寺前街1号隆福寺南坊地下夹层,4000400697,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东四,[],充电站,东城区
B0MD1LUS9B,北小街4-12单元门口电动自行车充电桩,116.426597,39.929002,朝阳门北小街4-1号,[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东四,[],充电站,东城区
B0HR6N4LWC,北汽新能源汽车充电站,116.431520,39.937145,仓夹道与海运仓胡同交叉口北60米,[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东四,[],充电站,东城区
B0FFGZMI0K,北汽新能源汽车充电站(和平里南街),116.420577,39.954531,和平里五区甲12号楼北京市东城区质量技术监督局附近,[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,地坛,[],充电站,东城区
B0FFMEP2JW,华商三优充电站(安定门外大街10002充电扬招站),116.408440,39.953629,"安定门外大街道路东侧,地坛公园西门前",[],汽车服务;充电站;专用充电站,011103,北京市,北京市,东城区,安定门,[],充电站,东城区
B0G14XGDYQ,华商三优汽车充电站(东城区东四西大街10036充电扬招站),116.416877,39.924562,"东四路口向西约100米,地铁6号线东四站西南口处",[],汽车服务;充电站;专用充电站,011103,北京市,北京市,东城区,东四,[],充电站,东城区
B0FFMEOTQ2,华商三优汽车充电站(东城区东四西大街10038充电扬招站),116.417165,39.924656,"朝阳门内大街道路南侧,东四路口东南角,地铁5号线东四站C口门前",[],汽车服务;充电站;专用充电站,011103,北京市,北京市,东城区,东四,[],充电站,东城区
B0FFMEDF6Y,华商三优汽车充电站(东城区体育馆路10092充电扬招站),116.430129,39.884320,体育馆路-道路停车位,[],汽车服务;充电站;专用充电站,011103,北京市,北京市,东城区,龙潭湖,[],充电站,东城区
B0FFMEOTPD,华商三优汽车充电站(东城区体育馆路北侧10065充电扬招站),116.422564,39.884123,"体育馆路道路北侧,靠近体育馆路西口处,雅迪电动车前",[],汽车服务;充电站;专用充电站,011103,北京市,北京市,东城区,[],[],充电站,东城区
B0FFMEP2IW,华商三优汽车充电站(东城区安定门10166充电扬招站),116.408548,39.949782,"安定门桥东北角,地铁安定门站B东北口",[],汽车服务;充电站;专用充电站,011103,北京市,北京市,东城区,安定门,[],充电站,东城区
B0I63R07S9,华商三优汽车充电站(东城区崇文门外大街东侧10018充电扬招站),116.420872,39.885402,"崇文门外大街道路东侧,红桥路口南侧天桥",[],汽车服务;充电站;专用充电站,011103,北京市,北京市,东城区,[],[],充电站,东城区
B0FFMEOTQE,华商三优汽车充电站(东城区朝阳门内大街北侧10131充电扬招站),116.425501,39.924649,朝阳门内大街-道路停车位,[],汽车服务;充电站;专用充电站,011103,北京市,北京市,东城区,东四,[],充电站,东城区
B0FFMEDLCU,华商三优汽车充电站(崇文门外大街东侧),116.419684,39.887432,东大地街1号西南方向60米崇文门外大街辅路-道路停车位,[],汽车服务;充电站;专用充电站,011103,北京市,北京市,东城区,[],[],充电站,东城区
B0FFH1403N,友诚商务楼-停车场电动汽车充电站,116.421990,39.930300,东四六条45号,[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东四,[],充电站,东城区
B0MBT4AC3U,国家电网充电站(北京市东城区贡院充电站),116.434075,39.910425,北顺城街与南牌坊胡同交叉口东南40米,[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,建国门,[],充电站,东城区
B0FFHZZOO6,国家电网充电站(崇文科技大厦),116.412822,39.900024,东打磨厂街7号崇文科技大厦停车场,18601376118,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,[],[],充电站,东城区
B0L24KNEPW,国家电网汽车充电站(北京市东城区东总布胡同公共充电站SDK),116.430096,39.912107,建国门街道东总布胡同小羊宜宾胡同小区,18601376118,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,朝阳门,[],充电站,东城区
B0G07Z11YF,国家电网汽车充电站(北京市东城区东环广场),116.435442,39.937557,东中街19号东环广场A座西侧地面停车场035,[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东四,[],充电站,东城区
B0LD5ZUASO,国家电网汽车充电站(北京市东城区哈德门广场B2停车场),116.421295,39.900011,崇文门外大街8号哈德门广场地下二层停车场,[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,花市,[],充电站,东城区
B0L24PMHXH,国家电网汽车充电站(北京市东城区哈德门广场B4停车场公共充电站),116.421295,39.900010,哈德门广场地下四层停车场(崇文门地铁站G东南口步行250米),18601376118,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,花市,[],充电站,东城区
B0LULD9FIQ,国家电网汽车充电站(北京市东城区国家体育总局训练局有序公共充电站),116.426970,39.881290,国家体育总局训练局,18601376118,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,左安门,[],充电站,东城区
B0HA710NKD,国家电网汽车充电站(北京市东城区地坛体育中心东侧公共充电站SDK),116.410160,39.953872,安定门外大街地坛公园13号北京地坛体育中心停车场(煤机大厦东),[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,安定门,[],充电站,东城区
B0FFLAMA3R,国家电网汽车充电站(北京市东城区天坛体育中心东侧公共充电站),116.419460,39.880314,天坛东路13号地面停车场(天坛东门地铁站C东南口步行300米),18601376118,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,[],[],充电站,东城区
B000AA1435,国家电网汽车充电站(北京市东城区天坛体育中心西侧公共充电站),116.418043,39.880125,天坛体育活动中心地面停车场,[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,[],[],充电站,东城区
B0JGY5VVND,国家电网汽车充电站(北京市东城区天坛公园南门公共充电站),116.414310,39.874310,天坛街道永定门东街东里天坛南里东区,18601376118,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,蒲黄榆,[],充电站,东城区
B0FFI1BXWE,国家电网汽车充电站(北京市东城区工美大厦),116.411751,39.910633,王府井大街200号工美大厦地下停车场,[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,王府井,[],充电站,东城区
B0FFHXNDUB,国家电网汽车充电站(北京市东城区承发包公司公共充电站),116.412796,39.898440,祈年大街承发包有限公司,18601376118,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,[],[],充电站,东城区
B0L24KMKTV,国家电网汽车充电站(北京市东城区正仁大厦公共充电站),116.417790,39.895416,崇文门外大街9号正仁大厦停车场,18601376118,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,珠市口,[],充电站,东城区
B0JGY5XKYF,国家电网汽车充电站(北京市东城区永定门东街公共充电站),116.410961,39.874018,天坛街道永定门东街东里天坛公园地面停车场,18601376118,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,蒲黄榆,[],充电站,东城区
B0FFGG5X0C,国家电网汽车充电站(北京市东城区王府井霞公府公共充电站),116.407720,39.909496,霞公府街3号地下停车场2层西侧,[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东单,[],充电站,东城区
B0IG1CGYWN,国家电网汽车充电站(北京市东城区环球贸易中心C座B2停车场),116.409856,39.967265,北三环东路36号环球贸易中心C座B2停车场,95598,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,和平里,[],充电站,东城区
B0I1AHF7Y4,国家电网汽车充电站(北京市东城区环球贸易中心D座B2停车场公共充电站),116.410911,39.966999,北三环东路36号环球贸易中心D座地下停车场D5-002,95598,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,和平里,[],充电站,东城区
B0I1AHCEE3,国家电网汽车充电站(北京市东城区环球贸易中心E座B2停车场公共充电站),116.410471,39.965904,北京城区北三环东路36号环球贸易中心地下停车场E1-010,18601376118,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,和平里,[],充电站,东城区
B0HBLS9TRF,国家电网汽车充电站(珠市口东大街辅路店),116.412783,39.892479,珠市口东大街与祈年大街交叉口东南50米地面停车场,18601376118,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,崇文门,[],充电站,东城区
B0FFGCIVX3,国家电网汽车充电站(银河SOHO),116.432194,39.920562,朝阳门银河SOHO地下停车场3205,[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东四,[],充电站,东城区
B0FFK7XFJU,地坛公园停车点充电点,116.413770,39.951431,地坛公园南门路外公共停车场,[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,安定门,[],充电站,东城区
B0M66B9CRO,壳牌充电汽车充电站(壳牌充电北京东城安贞苑50号院地面充电站),116.408134,39.971287,安定路28号(安贞桥地铁站B口步行240米),4007160699,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,小关,[],充电站,东城区
B0K36B3YVM,壳牌充电汽车充电站(壳牌充电北京东城居然大厦地下充电站),116.432430,39.938656,东直门南大街甲3号居然大厦停车场B3,4007160699,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东四,[],充电站,东城区
B0M66B97EV,壳牌充电汽车充电站(壳牌充电北京东城搜宝崇文大厦地面充电站),116.420170,39.894173,广渠门内大街121号搜宝崇文大厦,4007160699,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,花市,[],充电站,东城区
B0M66B8ZPR,壳牌充电汽车充电站(壳牌充电北京东城首开广场安定门地下充电站),116.406680,39.952060,安定门外大街189号(安定门地铁站A西北口步行360米),4007160699,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,安定门,[],充电站,东城区
B0MG3B8VEL,壳牌充电汽车充电站(壳牌充电北京东城首开广场安定门地下快充站),116.406680,39.952060,安定门外大街189号B1层和B2C层之间的夹层,4007160699,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,安定门,[],充电站,东城区
B0LAFBRNXZ,壳牌充电超级充电站(壳牌充电北京东城区金霖酒店地面超充站),116.403495,39.889864,北京金霖酒店停车场,4007160699,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,珠市口,[],充电站,东城区
B0JK3HC558,壳牌汽车充电站(壳牌白桥大街充电站),116.439590,39.894356,东花市街道白桥大街32号如家精选酒店,4000610999,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,广渠门,[],充电站,东城区
B0HRV7WG06,宝马充电站(宝马站王府井银泰百货),116.411993,39.916768,王府井大街88号(地下)(金鱼胡同地铁站B东口步行240米),[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东四,[],充电站,东城区
B0IBADGY52,富电易充汽车充电站(崇文门新怡商务楼),116.416893,39.897449,"崇文门新怡商务楼地下三层,临停车位",[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,崇文门,[],充电站,东城区
B0LG4PB5DB,小桔充电汽车充电站(东城玖安广场充电站),116.408970,39.952385,安定门外大街208号玖安广场地下停车场B2层,4000610999,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,安定门,[],充电站,东城区
B0LULY3X91,小桔充电汽车充电站(中海地产广场快充站),116.389130,39.870182,永定门外街道中海地产广场B1,4000610999,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东花园,[],充电站,东城区
B0JG0PBE3Y,小桔充电汽车充电站(北京东城东方花园饭店),116.435189,39.938604,东直门街道东直门南大街4号楼东方花园饭店楼后地面停车场1B,4000610999,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东直门,[],充电站,东城区
B0J2ZR7FWX,小桔充电汽车充电站(北京东城区雍和宫桥停车场充电站),116.417053,39.949018,雍和宫桥地面停车场(雍和宫地铁站C西南口旁),[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,安定门,[],充电站,东城区
B0L2B4J5GM,小桔充电汽车充电站(北京静态交通北京站地面停车场超充站),116.432206,39.904657,信通大厦(北京站地铁站C东南出口步行380米),18911020988,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,北京站,[],充电站,东城区
B0L6CDCNUO,小桔充电汽车充电站(北京静态交通天坛北门南充电站),116.412897,39.891433,天坛街道祈年大街水道子胡同15号院,4000610999,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,崇文门,[],充电站,东城区
B0FFK7I0X5,小鹏超级充电站(信德京汇中心站),116.439014,39.948702,香河园街1号11号楼信德京汇中心负2层停车场,4007836688,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,柳芳,[],充电站,东城区
B0K2U6VJAM,小鹏超级充电站(小鹏S4超快充北京中央歌剧院站),116.435725,39.930150,东中街115号中央歌剧院(入口富华大厦南路),4007836688,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东四,[],充电站,东城区
B0K1K6DXL4,小鹏超级充电站(小鹏S4超快充北京居然之家总部大厦站),116.432030,39.938671,东直门南大街甲3号居然大厦地面停车场(入口仓夹道),4007836688,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东直门,[],充电站,东城区
B0MBHBHSTX,岚图超级充电站(北京王府井喜悦岚图汽车智慧超充站),116.407684,39.909344,王府井大街301号(王府井地铁站F1东口步行370米),4008888488,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,王府井,[],充电站,东城区
B0L0ZXGELB,平高智联汽车充电站(首创大厦快充站),116.436404,39.931812,东直门街道东中街75号首创大厦A座出口北侧,4000217008,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东四,[],充电站,东城区
B0L3DB4HFM,广汽能源北京王府井银泰超充站,116.411710,39.916299,王府井银泰in88购物中心地下3层(金鱼胡同地铁站出入口旁),[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东四,[],充电站,东城区
B0KAN4YXPT,广汽能源汽车充电站(广汽昊铂北京朝阳门SOHO超充站),116.432291,39.922823,朝阳门街道虾饺妹(朝阳门店)朝阳门SOHO地下停车场B3层,4006665330,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东四,[],充电站,东城区
B0L3OZXQ39,开迈斯汽车充电站(不对外-北京市东城区神华国华投资大厦地上站),116.431946,39.939354,东直门南大街3号投资大厦地面停车场,4006657666,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东四,[],充电站,东城区
B0JA2CAFEI,开迈斯汽车充电站(北京市东城区神华国华投资大厦地下站非写字楼员工无法进入),116.432920,39.939095,东直门南大街3号神华国华投资大厦负4层停车场,4006657666,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东四,[],充电站,东城区
B0JGGUQ2F0,开迈斯汽车充电站(北京市合景摩方站),116.417055,39.899383,崇文门外大街1号合景摩方购物中心B3层,4006657666,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,崇文门,[],充电站,东城区
B0J0CY5F8K,开迈斯汽车充电站(北京市金宝汇购物中心地下站),116.420957,39.915059,金宝街88号金宝汇购物中心B2层(地下二层)停车场,4006657666,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东单,[],充电站,东城区
B0I0HLUX25,开迈斯汽车充电站(北京市雍贵中心站),116.429414,39.893945,广渠门内大街45号地下停车场3143,4006657666,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,花市,[],充电站,东城区
B0FFJJI4W1,循道新能源电动汽车充电桩,116.427667,39.934090,北门仓胡同与扁旦胡同交叉口西120米,[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东四,[],充电站,东城区
B0LDKMNLFN,新电途汽车充电站(华为智能生活馆·北京国瑞城超充站),116.419846,39.898280,崇文门外街道国瑞大厦国瑞购物中心,4001100835,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,花市,[],充电站,东城区
B0K3Y9L85I,昆仑网电充电站(中国石油天坛饭店充电站),116.430575,39.884725,幸福大街与光明路交叉口西北80米,[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,龙潭湖,[],充电站,东城区
B0K35CJIFD,昆仑网电充电站(澳门中心),116.413593,39.915266,校尉胡同与金鱼胡同交叉口西南40米,[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东单,[],充电站,东城区
B0K0LKGFNV,昆仑网电汽车充电站(中国石油北京东城天雅珠宝城超充站),116.422270,39.886100,法华寺街136号地面停车场南侧区域,956100,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,[],[],充电站,北京市
B0KK5P2P1B,昆仑网电汽车充电站(中国石油北京安贞桥北充电站),116.409631,39.969752,北三环中路17号对面停车场(安贞桥地铁站B口步行200米),956100,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,小关,[],充电站,北京市
B0K32P7K9M,昆仑网电汽车充电站(中国石油工体西门充电站),116.439840,39.931522,新中街东直门城市生态岛旁北京静态,956100,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东四,[],充电站,北京市
B0LDU9HHW1,昆仑网电汽车充电站(昆仑网电北京东城区来福士中心充电站),116.432050,39.940252,东直门南大街1号停车场入口下B1层入口处右侧,956100,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东四,[],充电站,东城区
B0IR65QHKN,昆仑网电汽车充电站(王府井银泰百货),116.411860,39.916260,王府井大街88号东门地库入口进入地库B4-046车位,[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东四,[],充电站,东城区
B0H17U5KA1,星星充电汽车充电站(东城-王府井百货大楼),116.409243,39.913626,王府井大街255号王府井百货大楼B3停车场,[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,王府井,[],充电站,东城区
B0M69UC5JT,星星充电汽车充电站(内部专用星星充电-东城-少年宫充电站)(暂停营业),116.428440,39.930160,北京市少年宫院内地上停车场,4008280768,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东四,[],充电站,东城区
B0JALCE6DC,星星充电汽车充电站(暂不对外开放东城-天润财富中心),116.427716,39.911576,朝阳门南小街26号院天润财富中心B3层,4008280768,汽车服务;充电站;专用充电站,011103,北京市,北京市,东城区,建国门,[],充电站,东城区
B0L1DYT180,星星充电汽车充电站(米东区委员会党校新疆万帮星星充电站),116.407000,39.904600,三道坝南路156号,15099070416,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,[],[],充电站,东城区
B0FFJ4QHYR,普天新能源充电站(普天站人保部),116.424941,39.958062,和平里东街3号,[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,和平里,[],充电站,东城区
B0L22MZP3C,智汇充汽车充电站(百工坊小熊超充站),116.434480,39.883553,左安门内大街与光明路交叉口东南80米,[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,左安门,[],充电站,东城区
B0MD1LU704,朝阳门北小街2号楼电动自行车充电桩,116.427120,39.927057,朝阳门北小街8-2号,[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东四,[],充电站,东城区
B0K0FOO84U,极氪能源汽车充电站(北京中央歌剧院极充站),116.436670,39.929230,东中街115号中央歌剧院地下停车场负二层048-051号车位,[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,东四,[],充电站,东城区
B0IR5KQZ7M,极氪能源超级充电站(北京天润财富极充站),116.428320,39.911640,东总布胡同58号天润财富中心地下停车场负三层3070-3077号车位,4000036036,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,建国门,[],充电站,东城区
B0JU5CFHIU,极狐汽车充电站(环球贸易中心快充站),116.409912,39.968158,北三环中路36号环球贸易中心A座B2、B3层,4000008899,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,和平里,[],充电站,东城区
B0J1X6R0V1,汽车充电站(北京卡丘百富怡大酒店站),116.443911,39.942648,北京市东城区南二里庄19号百富怡大酒店南侧,4006085900,汽车服务;充电站;充电站,011100,北京市,北京市,东城区,三里屯,[],充电站,东城区
B0JAV600WR,汽车充电站(卡丘充电-首开广场),116.406714,39.952212,和平里街道安定门外大街189号地下车库,[],汽车服务;充电站;充电站,011100,北京市,北京市,东城区,地坛,[],充电站,东城区
