stationId,locationId,facilityType,station_name,address,device_count,open_time,update_time
100015,500015,2,东城区·云快充目的地充电站(港澳中心瑞士酒店),北京市北京市东城区朝阳门北大街2号东门(东四十条地铁站C东南口步行180米),4,00:00-24:00,2019/7/26
100016,500016,2,东城区·仓4-10电动自行车充电桩,北京市北京市东城区南门仓胡同4号,1,00:00-24:00,2019/7/26
100017,500017,1,东城区·优易充charge汽车充电站(东城区安定门10166,北京市北京市东城区华丰胡同与北锣鼓巷交叉口西南80米,3,00:00-24:00,2019/7/26
100018,500018,4,东城区·优易充充电站(北京市东城区远东仪表厂公共充电站),北京市北京市东城区和平里北街与东土城路交叉口西200米,4,00:00-24:00,2019/7/26
100019,500019,3,东城区·依威能源汽车充电站(尼奥大厦),北京市北京市东城区南里东区8号尼奥大厦地下停车场B3-32,8,00:00-24:00,2019/7/26
100020,500020,3,东城区·依威能源汽车充电站(当代MOMA),北京市北京市东城区北京市香河园路1号(近奥克伍德公寓)当代MOMA,3,00:00-24:00,2019/7/26
100021,500021,2,东城区·依威能源汽车充电站(新成文化大厦),北京市北京市东城区北京市东城区崇外大街11号新成文化大厦B座(东门),3,00:00-24:00,2019/7/26
100022,500022,2,东城区·依威能源汽车充电站(新裕商务大厦),北京市北京市东城区广渠门内大街90号新裕家园西区地下停车场008,1,00:00-24:00,2019/7/26
100023,500023,3,东城区·依威能源汽车充电站(新裕家园东区),北京市北京市东城区南河漕胡同与广渠门内大街交叉口东南50米广渠门内大街86号楼地下停车场,4,00:00-24:00,2019/7/26
100024,500024,2,东城区·依威能源汽车充电站(明阳国际中心),北京市北京市东城区西总布胡同46号明阳国际中心地下停车场B2层A1区B2-027,2,00:00-24:00,2019/7/26
100025,500025,1,东城区·依威能源汽车充电站(王府77),北京市北京市东城区北京市东华门街道王府井大街75号,6,00:00-24:00,2019/7/26
100026,500026,1,东城区·依威能源汽车充电站(远洋德邑),北京市北京市东城区忠实里南街6号地面停车场(广渠门外地铁站A西北口步行450米),8,00:00-24:00,2019/7/26
100027,500027,2,东城区·保时捷汽车充电站(北京王府中环保时捷超级充电站),北京市北京市东城区王府井大街269号地下停车库B4层4250、4251车位,2,00:00-24:00,2019/7/26
100028,500028,1,东城区·公牛充电汽车充电站(-北京市东城区交道口街道景阳胡同,北京市北京市东城区交道口街道景阳胡同南锣鼓巷,10,00:00-24:00,2019/7/26
100029,500029,2,东城区·北京中央歌剧院极充站,北京市北京市东城区富华大厦南路与东中街交叉口西80米,4,00:00-24:00,2019/7/26
100030,500030,2,东城区·北京华侨大厦充电站,北京市北京市东城区王府井大街与翠花胡同交叉口东北80米,3,00:00-24:00,2019/7/26
100031,500031,2,东城区·北京嘉德艺术中心(简单冲),北京市北京市东城区王府井大街1号(中国美术馆地铁站D1西南口步行60米),1,00:00-24:00,2019/7/26
100032,500032,2,东城区·北京天坛西里(简单冲),北京市北京市东城区永定门内大街160号,4,00:00-24:00,2019/7/26
100033,500033,4,东城区·北京天坛西里充电站,北京市北京市东城区永定门内大街辅路与永定门东街辅路交叉口北80米,3,00:00-24:00,2019/7/26
100034,500034,2,东城区·北京恩宜汽车充电站(北京国际饭店站),北京市北京市东城区北京国际饭店地面停车场,2,00:00-24:00,2019/7/26
100035,500035,3,东城区·北京车联网汽车充电站(中央歌剧院),北京市北京市东城区东直门街道东中街115号停车场B2,4,00:00-24:00,2019/7/26
100036,500036,4,东城区·北京静交超级充电站(华通北京站地上停车场充电站·华为,北京市北京市东城区毛家湾胡同甲13号北京站,4,00:00-24:00,2019/7/26
100037,500037,4,东城区·北京首兴智行停车场管理有限公司汽车充电站(隆福寺南坊,北京市北京市东城区隆福寺前街1号隆福寺南坊地下夹层,2,00:00-24:00,2019/7/26
100038,500038,2,东城区·北小街4-12单元门口电动自行车充电桩,北京市北京市东城区朝阳门北小街4-1号,2,00:00-24:00,2019/7/26
100039,500039,3,东城区·北汽新能源汽车充电站,北京市北京市东城区仓夹道与海运仓胡同交叉口北60米,4,00:00-24:00,2019/7/26
100040,500040,2,东城区·北汽新能源汽车充电站(和平里南街),北京市北京市东城区和平里五区甲12号楼北京市东城区质量技术监督局附近,2,00:00-24:00,2019/7/26
100041,500041,2,东城区·华商三优充电站(安定门外大街10002充电扬招站),"北京市北京市东城区安定门外大街道路东侧,地坛公园西门前",2,00:00-24:00,2019/7/26
100042,500042,2,东城区·华商三优汽车充电站(东城区东四西大街10036充电扬,"北京市北京市东城区东四路口向西约100米,地铁6号线东四站西南口处",8,00:00-24:00,2019/7/26
100043,500043,1,东城区·华商三优汽车充电站(东城区东四西大街10038充电扬,"北京市北京市东城区朝阳门内大街道路南侧,东四路口东南角,地铁5号线东四站C口门前",6,00:00-24:00,2019/7/26
100044,500044,3,东城区·华商三优汽车充电站(东城区体育馆路10092充电扬招,北京市北京市东城区体育馆路-道路停车位,1,00:00-24:00,2019/7/26
100045,500045,1,东城区·华商三优汽车充电站(东城区体育馆路北侧10065充电,"北京市北京市东城区体育馆路道路北侧,靠近体育馆路西口处,雅迪电动车前",3,00:00-24:00,2019/7/26
100046,500046,2,东城区·华商三优汽车充电站(东城区安定门10166充电扬招站,"北京市北京市东城区安定门桥东北角,地铁安定门站B东北口",1,00:00-24:00,2019/7/26
100047,500047,3,东城区·华商三优汽车充电站(东城区崇文门外大街东侧10018,"北京市北京市东城区崇文门外大街道路东侧,红桥路口南侧天桥",8,00:00-24:00,2019/7/26
100048,500048,1,东城区·华商三优汽车充电站(东城区朝阳门内大街北侧10131,北京市北京市东城区朝阳门内大街-道路停车位,8,00:00-24:00,2019/7/26
100049,500049,3,东城区·华商三优汽车充电站(崇文门外大街东侧),北京市北京市东城区东大地街1号西南方向60米崇文门外大街辅路-道路停车位,6,00:00-24:00,2019/7/26
100050,500050,2,东城区·友诚商务楼-停车场电动汽车充电站,北京市北京市东城区东四六条45号,4,00:00-24:00,2019/7/26
100051,500051,2,东城区·国家电网充电站(北京市东城区贡院充电站),北京市北京市东城区北顺城街与南牌坊胡同交叉口东南40米,4,00:00-24:00,2019/7/26
100052,500052,2,东城区·国家电网充电站(崇文科技大厦),北京市北京市东城区东打磨厂街7号崇文科技大厦停车场,6,00:00-24:00,2019/7/26
100053,500053,2,东城区·国家电网汽车充电站(北京市东城区东总布胡同公共充电站,北京市北京市东城区建国门街道东总布胡同小羊宜宾胡同小区,6,00:00-24:00,2019/7/26
100054,500054,2,东城区·国家电网汽车充电站(北京市东城区东环广场),北京市北京市东城区东中街19号东环广场A座西侧地面停车场035,4,00:00-24:00,2019/7/26
100055,500055,2,东城区·国家电网汽车充电站(北京市东城区哈德门广场B2停车场,北京市北京市东城区崇文门外大街8号哈德门广场地下二层停车场,1,00:00-24:00,2019/7/26
100056,500056,2,东城区·国家电网汽车充电站(北京市东城区哈德门广场B4停车场,北京市北京市东城区哈德门广场地下四层停车场(崇文门地铁站G东南口步行250米),2,00:00-24:00,2019/7/26
100057,500057,2,东城区·国家电网汽车充电站(北京市东城区国家体育总局训练局有,北京市北京市东城区国家体育总局训练局,4,00:00-24:00,2019/7/26
100058,500058,1,东城区·国家电网汽车充电站(北京市东城区地坛体育中心东侧公共,北京市北京市东城区安定门外大街地坛公园13号北京地坛体育中心停车场(煤机大厦东),8,00:00-24:00,2019/7/26
100059,500059,3,东城区·国家电网汽车充电站(北京市东城区天坛体育中心东侧公共,北京市北京市东城区天坛东路13号地面停车场(天坛东门地铁站C东南口步行300米),1,00:00-24:00,2019/7/26
100060,500060,2,东城区·国家电网汽车充电站(北京市东城区天坛体育中心西侧公共,北京市北京市东城区天坛体育活动中心地面停车场,2,00:00-24:00,2019/7/26
100061,500061,2,东城区·国家电网汽车充电站(北京市东城区天坛公园南门公共充电,北京市北京市东城区天坛街道永定门东街东里天坛南里东区,2,00:00-24:00,2019/7/26
100062,500062,1,东城区·国家电网汽车充电站(北京市东城区工美大厦),北京市北京市东城区王府井大街200号工美大厦地下停车场,1,00:00-24:00,2019/7/26
100063,500063,4,东城区·国家电网汽车充电站(北京市东城区承发包公司公共充电站,北京市北京市东城区祈年大街承发包有限公司,8,00:00-24:00,2019/7/26
100064,500064,2,东城区·国家电网汽车充电站(北京市东城区正仁大厦公共充电站),北京市北京市东城区崇文门外大街9号正仁大厦停车场,2,00:00-24:00,2019/7/26
100065,500065,1,东城区·国家电网汽车充电站(北京市东城区永定门东街公共充电站,北京市北京市东城区天坛街道永定门东街东里天坛公园地面停车场,1,00:00-24:00,2019/7/26
100066,500066,2,东城区·国家电网汽车充电站(北京市东城区王府井霞公府公共充电,北京市北京市东城区霞公府街3号地下停车场2层西侧,1,00:00-24:00,2019/7/26
100067,500067,2,东城区·国家电网汽车充电站(北京市东城区环球贸易中心C座B2,北京市北京市东城区北三环东路36号环球贸易中心C座B2停车场,2,00:00-24:00,2019/7/26
100068,500068,3,东城区·国家电网汽车充电站(北京市东城区环球贸易中心D座B2,北京市北京市东城区北三环东路36号环球贸易中心D座地下停车场D5-002,4,00:00-24:00,2019/7/26
100069,500069,2,东城区·国家电网汽车充电站(北京市东城区环球贸易中心E座B2,北京市北京市东城区北京城区北三环东路36号环球贸易中心地下停车场E1-010,1,00:00-24:00,2019/7/26
100070,500070,2,东城区·国家电网汽车充电站(珠市口东大街辅路店),北京市北京市东城区珠市口东大街与祈年大街交叉口东南50米地面停车场,1,00:00-24:00,2019/7/26
100071,500071,1,东城区·国家电网汽车充电站(银河SOHO),北京市北京市东城区朝阳门银河SOHO地下停车场3205,4,00:00-24:00,2019/7/26
100072,500072,2,东城区·地坛公园停车点充电点,北京市北京市东城区地坛公园南门路外公共停车场,2,00:00-24:00,2019/7/26
100073,500073,1,东城区·壳牌充电汽车充电站(壳牌充电北京东城安贞苑50号院地,北京市北京市东城区安定路28号(安贞桥地铁站B口步行240米),3,00:00-24:00,2019/7/26
100074,500074,2,东城区·壳牌充电汽车充电站(壳牌充电北京东城居然大厦地下充电,北京市北京市东城区东直门南大街甲3号居然大厦停车场B3,10,00:00-24:00,2019/7/26
100075,500075,1,东城区·壳牌充电汽车充电站(壳牌充电北京东城搜宝崇文大厦地面,北京市北京市东城区广渠门内大街121号搜宝崇文大厦,2,00:00-24:00,2019/7/26
100076,500076,1,东城区·壳牌充电汽车充电站(壳牌充电北京东城首开广场安定门地,北京市北京市东城区安定门外大街189号(安定门地铁站A西北口步行360米),6,00:00-24:00,2019/7/26
100077,500077,2,东城区·壳牌充电汽车充电站(壳牌充电北京东城首开广场安定门地,北京市北京市东城区安定门外大街189号B1层和B2C层之间的夹层,2,00:00-24:00,2019/7/26
100078,500078,4,东城区·壳牌充电超级充电站(壳牌充电北京东城区金霖酒店地面超,北京市北京市东城区北京金霖酒店停车场,12,00:00-24:00,2019/7/26
100079,500079,1,东城区·壳牌汽车充电站(壳牌白桥大街充电站),北京市北京市东城区东花市街道白桥大街32号如家精选酒店,1,00:00-24:00,2019/7/26
100080,500080,2,东城区·宝马充电站(宝马站王府井银泰百货),北京市北京市东城区王府井大街88号(地下)(金鱼胡同地铁站B东口步行240米),6,00:00-24:00,2019/7/26
100081,500081,3,东城区·富电易充汽车充电站(崇文门新怡商务楼),"北京市北京市东城区崇文门新怡商务楼地下三层,临停车位",4,00:00-24:00,2019/7/26
100082,500082,1,东城区·小桔充电汽车充电站(东城玖安广场充电站),北京市北京市东城区安定门外大街208号玖安广场地下停车场B2层,1,00:00-24:00,2019/7/26
100083,500083,2,东城区·小桔充电汽车充电站(中海地产广场快充站),北京市北京市东城区永定门外街道中海地产广场B1,1,00:00-24:00,2019/7/26
100084,500084,1,东城区·小桔充电汽车充电站(北京东城东方花园饭店),北京市北京市东城区东直门街道东直门南大街4号楼东方花园饭店楼后地面停车场1B,2,00:00-24:00,2019/7/26
100085,500085,3,东城区·小桔充电汽车充电站(北京东城区雍和宫桥停车场充电站),北京市北京市东城区雍和宫桥地面停车场(雍和宫地铁站C西南口旁),8,00:00-24:00,2019/7/26
100086,500086,4,东城区·小桔充电汽车充电站(北京静态交通北京站地面停车场超充,北京市北京市东城区信通大厦(北京站地铁站C东南出口步行380米),1,00:00-24:00,2019/7/26
100087,500087,3,东城区·小桔充电汽车充电站(北京静态交通天坛北门南充电站),北京市北京市东城区天坛街道祈年大街水道子胡同15号院,2,00:00-24:00,2019/7/26
100088,500088,3,东城区·小鹏超级充电站(信德京汇中心站),北京市北京市东城区香河园街1号11号楼信德京汇中心负2层停车场,2,00:00-24:00,2019/7/26
100089,500089,2,东城区·小鹏超级充电站(小鹏S4超快充北京中央歌剧院站),北京市北京市东城区东中街115号中央歌剧院(入口富华大厦南路),4,00:00-24:00,2019/7/26
100090,500090,2,东城区·小鹏超级充电站(小鹏S4超快充北京居然之家总部大厦站,北京市北京市东城区东直门南大街甲3号居然大厦地面停车场(入口仓夹道),1,00:00-24:00,2019/7/26
100091,500091,4,东城区·岚图超级充电站(北京王府井喜悦岚图汽车智慧超充站),北京市北京市东城区王府井大街301号(王府井地铁站F1东口步行370米),2,00:00-24:00,2019/7/26
100092,500092,2,东城区·平高智联汽车充电站(首创大厦快充站),北京市北京市东城区东直门街道东中街75号首创大厦A座出口北侧,4,00:00-24:00,2019/7/26
100093,500093,4,东城区·广汽能源北京王府井银泰超充站,北京市北京市东城区王府井银泰in88购物中心地下3层(金鱼胡同地铁站出入口旁),2,00:00-24:00,2019/7/26
100094,500094,4,东城区·广汽能源汽车充电站(广汽昊铂北京朝阳门SOHO超充站,北京市北京市东城区朝阳门街道虾饺妹(朝阳门店)朝阳门SOHO地下停车场B3层,6,00:00-24:00,2019/7/26
100095,500095,2,东城区·开迈斯汽车充电站(不对外-北京市东城区神华国华投资大,北京市北京市东城区东直门南大街3号投资大厦地面停车场,6,00:00-24:00,2019/7/26
100096,500096,2,东城区·开迈斯汽车充电站(北京市东城区神华国华投资大厦地下站,北京市北京市东城区东直门南大街3号神华国华投资大厦负4层停车场,4,00:00-24:00,2019/7/26
100097,500097,2,东城区·开迈斯汽车充电站(北京市合景摩方站),北京市北京市东城区崇文门外大街1号合景摩方购物中心B3层,3,00:00-24:00,2019/7/26
100098,500098,2,东城区·开迈斯汽车充电站(北京市金宝汇购物中心地下站),北京市北京市东城区金宝街88号金宝汇购物中心B2层(地下二层)停车场,6,00:00-24:00,2019/7/26
100099,500099,1,东城区·开迈斯汽车充电站(北京市雍贵中心站),北京市北京市东城区广渠门内大街45号地下停车场3143,6,00:00-24:00,2019/7/26
100100,500100,1,东城区·循道新能源电动汽车充电桩,北京市北京市东城区北门仓胡同与扁旦胡同交叉口西120米,2,00:00-24:00,2019/7/26
100101,500101,4,东城区·新电途汽车充电站(华为智能生活馆·北京国瑞城超充站),北京市北京市东城区崇文门外街道国瑞大厦国瑞购物中心,1,00:00-24:00,2019/7/26
100102,500102,2,东城区·昆仑网电充电站(中国石油天坛饭店充电站),北京市北京市东城区幸福大街与光明路交叉口西北80米,2,00:00-24:00,2019/7/26
100103,500103,1,东城区·昆仑网电充电站(澳门中心),北京市北京市东城区校尉胡同与金鱼胡同交叉口西南40米,4,00:00-24:00,2019/7/26
100104,500104,4,东城区·昆仑网电汽车充电站(中国石油北京东城天雅珠宝城超充站,北京市北京市东城区法华寺街136号地面停车场南侧区域,6,00:00-24:00,2019/7/26
100105,500105,2,东城区·昆仑网电汽车充电站(中国石油北京安贞桥北充电站),北京市北京市东城区北三环中路17号对面停车场(安贞桥地铁站B口步行200米),4,00:00-24:00,2019/7/26
100106,500106,3,东城区·昆仑网电汽车充电站(中国石油工体西门充电站),北京市北京市东城区新中街东直门城市生态岛旁北京静态,1,00:00-24:00,2019/7/26
100107,500107,3,东城区·昆仑网电汽车充电站(昆仑网电北京东城区来福士中心充电,北京市北京市东城区东直门南大街1号停车场入口下B1层入口处右侧,2,00:00-24:00,2019/7/26
100108,500108,2,东城区·昆仑网电汽车充电站(王府井银泰百货),北京市北京市东城区王府井大街88号东门地库入口进入地库B4-046车位,2,00:00-24:00,2019/7/26
100109,500109,2,东城区·星星充电汽车充电站(东城-王府井百货大楼),北京市北京市东城区王府井大街255号王府井百货大楼B3停车场,8,00:00-24:00,2019/7/26
100110,500110,1,东城区·星星充电汽车充电站(内部专用星星充电-东城-少年宫充,北京市北京市东城区北京市少年宫院内地上停车场,1,00:00-24:00,2019/7/26
100111,500111,2,东城区·星星充电汽车充电站(暂不对外开放东城-天润财富中心),北京市北京市东城区朝阳门南小街26号院天润财富中心B3层,4,00:00-24:00,2019/7/26
100112,500112,3,东城区·星星充电汽车充电站(米东区委员会党校新疆万帮星星充电,北京市北京市东城区三道坝南路156号,3,00:00-24:00,2019/7/26
100113,500113,2,东城区·普天新能源充电站(普天站人保部),北京市北京市东城区和平里东街3号,2,00:00-24:00,2019/7/26
100114,500114,4,东城区·智汇充汽车充电站(百工坊小熊超充站),北京市北京市东城区左安门内大街与光明路交叉口东南80米,3,00:00-24:00,2019/7/26
100115,500115,2,东城区·朝阳门北小街2号楼电动自行车充电桩,北京市北京市东城区朝阳门北小街8-2号,1,00:00-24:00,2019/7/26
100116,500116,2,东城区·极氪能源汽车充电站(北京中央歌剧院极充站),北京市北京市东城区东中街115号中央歌剧院地下停车场负二层048-051号车位,8,00:00-24:00,2019/7/26
100117,500117,2,东城区·极氪能源超级充电站(北京天润财富极充站),北京市北京市东城区东总布胡同58号天润财富中心地下停车场负三层3070-3077号车位,1,00:00-24:00,2019/7/26
100118,500118,2,东城区·极狐汽车充电站(环球贸易中心快充站),北京市北京市东城区北三环中路36号环球贸易中心A座B2、B3层,4,00:00-24:00,2019/7/26
100119,500119,1,东城区·汽车充电站(北京卡丘百富怡大酒店站),北京市北京市东城区北京市东城区南二里庄19号百富怡大酒店南侧,10,00:00-24:00,2019/7/26
100120,500120,1,东城区·汽车充电站(卡丘充电-首开广场),北京市北京市东城区和平里街道安定门外大街189号地下车库,10,00:00-24:00,2019/7/26
100121,500121,4,东城区·汽车充电站(壳牌白桥大街充电站),北京市北京市东城区立体停车场(广渠门内地铁站B东北口步行370米),10,00:00-24:00,2019/7/26
100122,500122,4,东城区·汽车充电站(小鹏S4超充北京合景摩方站),北京市北京市东城区崇文门外街道东打磨厂街1号合景摩方地下停车场,2,00:00-24:00,2019/7/26
100123,500123,2,东城区·汽车充电站(开迈斯充电站北京市金城建国5号直流站),北京市北京市东城区建国门街道建国门北大街5号金成建国5号地下停车场,6,00:00-24:00,2019/7/26
100124,500124,1,东城区·汽车充电站(扬招站东城区东四西大街10036优易充小,"北京市北京市东城区东四路口向西约100米,地铁6号线东四站西南口处",3,00:00-24:00,2019/7/26
100125,500125,2,东城区·汽车充电站(扬招站东城区东四西大街10038优易充小,北京市北京市东城区东四南大街-道路停车位(东四地铁站F东北口旁),6,00:00-24:00,2019/7/26
100126,500126,2,东城区·汽车充电站(扬招站东城区体育馆路10092优易充小站,北京市北京市东城区天坛饭店门前东侧10米处路北,4,00:00-24:00,2019/7/26
100127,500127,2,东城区·汽车充电站(扬招站东城区体育馆路北侧10065优易充,"北京市北京市东城区体育馆路道路北侧,靠近体育馆路西口处,雅迪电动车前",1,00:00-24:00,2019/7/26
100128,500128,2,东城区·汽车充电站(扬招站东城区安定门10166优易充小站),"北京市北京市东城区安定门桥东北角,地铁安定门站B东北口",2,00:00-24:00,2019/7/26
100129,500129,2,东城区·汽车充电站(扬招站东城区安定门外大街10002优易充,"北京市北京市东城区安定门外大街道路东侧,地坛公园西门前",1,00:00-24:00,2019/7/26
100130,500130,2,东城区·汽车充电站(扬招站东城区崇文门外大街东侧10018优,"北京市北京市东城区崇文门外大街道路东侧,红桥路口南侧天桥",3,00:00-24:00,2019/7/26
100131,500131,1,东城区·汽车充电站(扬招站东城区崇文门外大街东侧10019优,"北京市北京市东城区崇文门外大街道路东侧,红桥路口北侧天桥",10,00:00-24:00,2019/7/26
100132,500132,3,东城区·汽车充电站(扬招站东城区朝阳门内大街北侧10131优,"北京市北京市东城区朝阳门内大街道路北侧,朝内北小街路口向西20米",3,00:00-24:00,2019/7/26
100133,500133,3,东城区·汽车充电站(扬招站东城区朝阳门内大街南侧10016优,"北京市北京市东城区朝阳门内大街道路南侧,东四路口东南角,地铁5号线东四站C口门前",1,00:00-24:00,2019/7/26
100134,500134,2,东城区·汽车充电站(鸿蒙智行超级充电站),北京市北京市东城区崇文门外大街18号国瑞城购物中心地下停车场B3层,12,00:00-24:00,2019/7/26
100135,500135,2,东城区·海尔汽车充电站(北仑电厂大食堂站)(暂停营业),北京市北京市东城区北仑电厂大食堂站,3,00:00-24:00,2019/7/26
100136,500136,1,东城区·淘淘充汽车充电站(北京华侨大厦睿士酒店),北京市北京市东城区王府井大街2号华侨大厦地面停车场029(北口进入直行60米大厦东侧),8,00:00-24:00,2019/7/26
100137,500137,2,东城区·滴滴充电充电站(东城区东四十条10116充电扬招站),北京市北京市东城区东四十条与朝阳门北小街交叉口东60米,1,00:00-24:00,2019/7/26
100138,500138,2,东城区·滴滴充电充电站(东玖大厦站),北京市北京市东城区夕照寺街与夕照寺中街交叉口东北40米,3,00:00-24:00,2019/7/26
100139,500139,3,东城区·滴滴充电充电站(北京静态交通中绦胡同20号北侧地块充,北京市北京市东城区中绦胡同与玉阁二巷交叉口西北20米,2,00:00-24:00,2019/7/26
100140,500140,4,东城区·滴滴充电充电站(能+超充朝阳门南小街超充站),北京市北京市东城区朝阳门南小街与赵堂子胡同交叉口南80米,1,00:00-24:00,2019/7/26
100141,500141,3,东城区·滴滴充电汽车充电站(BP快速充电站北京东城东方花园饭,北京市北京市东城区东直门街道东直门南大街4号楼东方花园饭店饭店楼后,3,00:00-24:00,2019/7/26
100142,500142,2,东城区·滴滴充电汽车充电站(万马爱充金宝大厦站),北京市北京市东城区建国门街道金宝大厦地下车库,8,00:00-24:00,2019/7/26
100143,500143,3,东城区·滴滴充电汽车充电站(东四十四条93号C座充电站),北京市北京市东城区东四十四条93号C座,8,00:00-24:00,2019/7/26
100144,500144,2,东城区·滴滴充电汽车充电站(中石化龙禹领行国际中心充电站),北京市北京市东城区龙潭街道广渠门南小街1号领行国际中心,2,00:00-24:00,2019/7/26
100145,500145,4,东城区·滴滴充电汽车充电站(北京王府井喜悦超充站),北京市北京市东城区东华门街道霞公府街王府井步行街直接到B2层后直行50米左转,1,00:00-24:00,2019/7/26
100146,500146,3,东城区·特斯拉目的地充电站(北京王府半岛酒店目的地充电站),北京市北京市东城区金鱼胡同8号王府半岛酒店地下2层,1,00:00-24:00,2019/7/26
100147,500147,2,东城区·特斯拉目的地充电站(王府中环),北京市北京市东城区王府井大街269号B4层4246-4249停车位,8,00:00-24:00,2019/7/26
100148,500148,3,东城区·特斯拉超级充电站(北京合景摩方购物中心),北京市北京市东城区崇文门外大街1号合景摩方购物中心B3层62-70,1,00:00-24:00,2019/7/26
100149,500149,4,东城区·特斯拉超级充电站(北京市东方广场),北京市北京市东城区东长安街1号东方广场停车场地下3层,2,00:00-24:00,2019/7/26
100150,500150,3,东城区·特斯拉超级充电站(北京市百货大楼),北京市北京市东城区王府井大街255号地下停车场B3层154-156车位/入口王府井西街,6,00:00-24:00,2019/7/26
100151,500151,4,东城区·特斯拉超级充电站(北京来福士中心),北京市北京市东城区东直门南大街来福士中心地下停车场B3层C区,1,00:00-24:00,2019/7/26
100152,500152,2,东城区·特斯拉超级充电站(北京永定门中海地产广场),北京市北京市东城区永定门西滨河路8号院7号楼地下B2层-原B2063车位/入口马家堡路,3,00:00-24:00,2019/7/26
100153,500153,2,东城区·特斯拉超级充电站(北京飞天大厦),北京市北京市东城区广渠门外南街5号(广渠门外地铁站D西南口步行470米),3,00:00-24:00,2019/7/26
100154,500154,1,东城区·特来电充电站(北京励骏酒店),北京市北京市东城区金宝街90-92号励骏酒店地面停车场2,10,00:00-24:00,2019/7/26
100155,500155,2,东城区·特来电充电站(北京王府中环),北京市北京市东城区东华门街道王府井大街269号地下4层,8,00:00-24:00,2019/7/26
100156,500156,2,东城区·特来电汽车充电站(北京金台夕照酒店充电站),北京市北京市东城区金台夕照酒店停车场,4,00:00-24:00,2019/7/26
100157,500157,2,东城区·特来电汽车充电站(安贞大厦充电站),北京市北京市东城区中诚安贞大厦地面停车场90(安贞桥地铁站C口步行160米),4,00:00-24:00,2019/7/26
100158,500158,2,东城区·特来电汽车充电站(特来电中关村雍和航星园充电站),北京市北京市东城区和平里东街11号创新楼A座B2地下停车场,6,00:00-24:00,2019/7/26
100159,500159,2,东城区·特来电汽车充电站(特来电北京市东城区银座MALL充电,北京市北京市东城区东直门街道东直门外大街22号东方银座C公寓银座百货B3,1,00:00-24:00,2019/7/26
100160,500160,3,东城区·特来电汽车充电站(特来电龙潭中湖公园停车设施东南门充,北京市北京市东城区龙潭中湖公园配套停车场,6,00:00-24:00,2019/7/26
100161,500161,2,东城区·特来电汽车充电站(特来电龙潭中湖公园停车设施充电站),北京市北京市东城区左安门内大街19号龙潭中湖公园立体停车场F2-058,1,00:00-24:00,2019/7/26
100162,500162,1,东城区·特来电汽车充电站(特来电龙潭中湖公园配套停车设施西南,北京市北京市东城区龙潭街道左安门西街龙潭中湖公园西南门外西侧,6,00:00-24:00,2019/7/26
100163,500163,2,东城区·特来电目的地充电站(北京王府半岛酒店充电站),北京市北京市东城区金鱼胡同8号LL2-13号,8,00:00-24:00,2019/7/26
100164,500164,1,东城区·特来电目的地充电站(青年沟充电桩),北京市北京市东城区和平里街道安定门外大街60号,2,00:00-24:00,2019/7/26
